Rate_Ratio
" Pennsylvania Resident Deaths: Crude/Age-Specific Rates per 100,000"

CauseofDeaths,CountyState,Year,Sex,RaceEthnicity,Age,Obs_Count,Exp_Count,Population,TRateRatio,RateRatio,LowerBound,UpperBound,Significance,FIPSCode
Suicide (intentional self-harm),Lancaster,2022,Male,Asian/Pacific Islander,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Male,Asian/Pacific Islander,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Male,Asian/Pacific Islander,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Male,Asian/Pacific Islander,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Male,Asian/Pacific Islander,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Male,Asian/Pacific Islander,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Male,Multi-Race,25 to 29,0,0,496,Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Male,Multi-Race,30 to 34,0,0,382,Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Male,Multi-Race,35 to 39,0,0,285,Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Male,Multi-Race,40 to 44,0,0,283,Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Male,Multi-Race,45 to 49,0,0,240,Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Male,Multi-Race,50 to 54,0,0,179,Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Male,Multi-Race,55 to 59,0,0,143,Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Male,Multi-Race,60 to 64,0,0,115,Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Male,Hispanic,25 to 29,1,0,"2,505",Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Male,Hispanic,30 to 34,0,1,"2,506",Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Male,Hispanic,35 to 39,0,0,"2,351",Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Male,Hispanic,40 to 44,0,0,"2,109",Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Male,Hispanic,45 to 49,0,0,"1,882",Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Male,Hispanic,50 to 54,0,0,"1,531",Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Male,Hispanic,55 to 59,0,0,"1,329",Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Male,Hispanic,60 to 64,0,0,"1,057",Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Female,White,25 to 29,0,1,"15,023",Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Female,White,30 to 34,1,1,"15,901",Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Female,White,35 to 39,0,1,"14,942",Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Female,White,40 to 44,1,1,"13,979",Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Female,White,45 to 49,0,1,"12,922",Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Female,White,50 to 54,2,1,"14,348",Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Female,White,55 to 59,1,2,"15,835",Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Female,White,60 to 64,1,2,"17,254",Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Female,Black,25 to 29,0,0,"1,141",Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Female,Black,30 to 34,0,0,"1,273",Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Female,Black,35 to 39,0,0,"1,024",Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Female,Black,40 to 44,0,0,919,Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Female,Black,45 to 49,1,0,808,Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Female,Black,50 to 54,0,0,774,Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Female,Black,55 to 59,0,0,715,Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Female,Black,60 to 64,0,0,626,Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Female,Asian/Pacific Islander,25 to 29,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Female,Asian/Pacific Islander,30 to 34,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Female,Asian/Pacific Islander,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Female,Asian/Pacific Islander,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Female,Asian/Pacific Islander,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Female,Asian/Pacific Islander,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Female,Asian/Pacific Islander,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Female,Asian/Pacific Islander,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Female,Multi-Race,25 to 29,0,0,447,Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Female,Multi-Race,30 to 34,0,0,401,Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Female,Multi-Race,35 to 39,0,0,289,Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Female,Multi-Race,40 to 44,0,0,297,Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Female,Multi-Race,45 to 49,0,0,216,Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Female,Multi-Race,50 to 54,0,0,158,Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Female,Multi-Race,55 to 59,0,0,141,Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Female,Multi-Race,60 to 64,0,0,137,Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Female,Hispanic,25 to 29,0,0,"2,522",Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Female,Hispanic,30 to 34,0,0,"2,550",Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Female,Hispanic,35 to 39,0,0,"2,290",Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Female,Hispanic,40 to 44,0,0,"2,055",Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Female,Hispanic,45 to 49,0,0,"1,877",Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Female,Hispanic,50 to 54,0,0,"1,685",Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Female,Hispanic,55 to 59,0,0,"1,455",Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lancaster,2022,Female,Hispanic,60 to 64,0,0,"1,235",Crude/Age-Specific Rate,ND,ND,ND,,071
Suicide (intentional self-harm),Lawrence,2022,Male,White,25 to 29,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Male,White,30 to 34,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Male,White,35 to 39,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Male,White,40 to 44,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Male,White,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Male,White,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Male,White,55 to 59,2,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Male,White,60 to 64,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Male,Black,25 to 29,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Male,Black,30 to 34,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Male,Black,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Male,Black,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Male,Black,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Male,Black,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Male,Black,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Male,Black,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Male,Asian/Pacific Islander,25 to 29,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Male,Asian/Pacific Islander,30 to 34,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Male,Asian/Pacific Islander,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Male,Asian/Pacific Islander,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Male,Asian/Pacific Islander,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Male,Asian/Pacific Islander,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Male,Asian/Pacific Islander,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Male,Asian/Pacific Islander,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Male,Multi-Race,25 to 29,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Male,Multi-Race,30 to 34,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Male,Multi-Race,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Male,Multi-Race,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Male,Multi-Race,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Male,Multi-Race,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Male,Multi-Race,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Male,Multi-Race,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Male,Hispanic,25 to 29,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Male,Hispanic,30 to 34,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Male,Hispanic,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Male,Hispanic,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Male,Hispanic,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Male,Hispanic,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Male,Hispanic,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Male,Hispanic,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Female,White,25 to 29,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Female,White,30 to 34,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Female,White,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Female,White,40 to 44,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Female,White,45 to 49,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Female,White,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Female,White,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Female,White,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Female,Black,25 to 29,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Female,Black,30 to 34,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Female,Black,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Female,Black,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Female,Black,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Female,Black,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Female,Black,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Female,Black,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Female,Asian/Pacific Islander,25 to 29,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Female,Asian/Pacific Islander,30 to 34,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Female,Asian/Pacific Islander,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Female,Asian/Pacific Islander,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Female,Asian/Pacific Islander,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Female,Asian/Pacific Islander,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Female,Asian/Pacific Islander,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Female,Asian/Pacific Islander,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Female,Multi-Race,25 to 29,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Female,Multi-Race,30 to 34,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Female,Multi-Race,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Female,Multi-Race,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Female,Multi-Race,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Female,Multi-Race,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Female,Multi-Race,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Female,Multi-Race,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Female,Hispanic,25 to 29,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Female,Hispanic,30 to 34,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Female,Hispanic,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Female,Hispanic,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Female,Hispanic,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Female,Hispanic,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Female,Hispanic,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lawrence,2022,Female,Hispanic,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,073
Suicide (intentional self-harm),Lebanon,2022,Male,White,25 to 29,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Male,White,30 to 34,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Male,White,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Male,White,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Male,White,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Male,White,50 to 54,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Male,White,55 to 59,2,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Male,White,60 to 64,2,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Male,Black,25 to 29,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Male,Black,30 to 34,1,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Male,Black,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Male,Black,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Male,Black,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Male,Black,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Male,Black,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Male,Black,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Male,Asian/Pacific Islander,25 to 29,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Male,Asian/Pacific Islander,30 to 34,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Male,Asian/Pacific Islander,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Male,Asian/Pacific Islander,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Male,Asian/Pacific Islander,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Male,Asian/Pacific Islander,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Male,Asian/Pacific Islander,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Male,Asian/Pacific Islander,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Male,Multi-Race,25 to 29,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Male,Multi-Race,30 to 34,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Male,Multi-Race,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Male,Multi-Race,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Male,Multi-Race,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Male,Multi-Race,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Male,Multi-Race,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Male,Multi-Race,60 to 64,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Male,Hispanic,25 to 29,0,0,888,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Male,Hispanic,30 to 34,0,0,883,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Male,Hispanic,35 to 39,0,0,850,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Male,Hispanic,40 to 44,0,0,765,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Male,Hispanic,45 to 49,0,0,675,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Male,Hispanic,50 to 54,0,0,494,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Male,Hispanic,55 to 59,0,0,383,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Male,Hispanic,60 to 64,1,0,325,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Female,White,25 to 29,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Female,White,30 to 34,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Female,White,35 to 39,2,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Female,White,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Female,White,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Female,White,50 to 54,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Female,White,55 to 59,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Female,White,60 to 64,2,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Female,Black,25 to 29,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Female,Black,30 to 34,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Female,Black,35 to 39,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Female,Black,40 to 44,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,075
Suicide (intentional self-harm),Lebanon,2022,Female,Black,45 to 49,0,ND,ND,Crude/Age-Specific Rate,ND,ND,ND,,075
